pair,count,avg_loss_ratio,avg_stability_score
conv1d_seq -> block_sparse_linear,2,0.010804127607314199,1.0
no_norm -> topk_gate,2,0.015278804296205933,1.0
topk_gate -> sliding_window_mask,2,0.015278804296205933,1.0
sliding_window_mask -> progressive_compression_gate,2,0.015278804296205933,1.0
linear_proj_down -> tanh,2,0.0126681783120195,1.0
tanh -> moe_2expert,2,0.0126681783120195,1.0
progressive_compression_gate -> ternary_projection,2,0.014232369625258154,1.0
moe_topk -> no_norm,2,0.013139059274406052,1.0
token_pool_restore -> no_norm,2,0.011352727420446948,0.5
token_pool_restore -> layernorm,2,0.011352727420446948,0.5
add -> group_norm,2,0.011352727420446948,0.5
semi_structured_2_4_linear -> conv1d_seq,2,0.011352727420446948,0.5
conv1d_seq -> nm_sparse_linear,2,0.010539475628529492,0.5
input -> sigmoid_norm,2,0.013188979160350755,1.0
softmax_last -> add,2,0.014430101365602311,1.0
sin -> latent_attention_compressor,2,0.014725286404483,1.0
neg -> fused_linear_gelu,2,0.015003668744219302,1.0
fused_linear_gelu -> moe_2expert,2,0.014971453082547322,1.0
moe_2expert -> ternary_projection,2,0.012051975757033173,0.5
cos -> linear_proj_up,2,0.017121346804678552,1.0
selective_scan -> group_norm,2,0.01265797669816267,1.0
selective_scan -> token_type_classifier,2,0.01265797669816267,1.0
group_norm -> relu,2,0.01265797669816267,1.0
layernorm -> linear_proj_up,2,0.010777531230232354,1.0
exp -> add,2,0.013281871397083504,1.0
linear_proj -> softmax_attention,2,0.013169916434195697,1.0
linear_attention -> gated_linear,2,0.013586555833213634,1.0
linear_proj -> sqrt,2,0.01191132160008812,1.0
sqrt -> gated_linear,2,0.01191132160008812,1.0
linear_proj_down -> relu_gate_routing,2,0.01300959538989848,1.0
layernorm -> moe_topk,2,0.008470997554394412,1.0
dynamic_norm -> fused_linear_gelu,2,0.012917679084639012,1.0
fused_linear_gelu -> sigmoid,2,0.012917679084639012,1.0
abs -> no_norm,2,0.013477411821045678,1.0
sin -> linear_proj_up,2,0.012990524746625143,1.0
sigmoid -> block_sparse_linear,2,0.013926336176233874,1.0
add -> softmax_attention,2,0.013926336176233874,1.0
softmax_attention -> semi_structured_2_4_linear,2,0.015352648344482533,1.0
semi_structured_2_4_linear -> dynamic_norm,2,0.014352447857466184,1.0
dynamic_norm -> linear_proj_down,2,0.014352447857466184,1.0
linear_proj_down -> sliding_window_mask,2,0.014352447857466184,1.0
relu_gate_routing -> latent_attention_compressor,2,0.012124460075651652,1.0
abs -> relu,2,0.012349253317778974,1.0
relu -> sqrt,2,0.013300879258660702,1.0
moe_topk -> abs,2,0.012186876514794377,1.0
no_norm -> relu_gate_routing,2,0.011466404239838534,0.5
relu_gate_routing -> no_norm,2,0.011466404239838534,0.5
no_norm -> ternary_projection,2,0.011466404239838534,0.5
conv_only -> linear_attention,2,0.01568075616917966,1.0
linear_attention -> softmax_last,2,0.01568075616917966,1.0
ternary_projection -> square,2,0.01180535802386861,1.0
square -> token_type_classifier,2,0.01180535802386861,1.0
add -> abs,2,0.01097549561178033,1.0
sin -> abs,2,0.012439620125587702,1.0
sin -> graph_attention,2,0.012439620125587702,1.0
sigmoid -> log,2,0.012439620125587702,1.0
learnable_bias -> nm_sparse_linear,2,0.016393636840557883,1.0
dynamic_norm -> relu,2,0.009710591228744191,1.0
relu -> gated_linear,2,0.011686299969744272,1.0
add -> token_type_classifier,2,0.01166917143959638,1.0
token_type_classifier -> gated_linear,2,0.014154559434683515,1.0
input -> linear_attention,2,0.013452128015799508,1.0
linear_attention -> semi_structured_2_4_linear,2,0.014002786175292813,1.0
split2 -> ternary_projection,2,0.014220514428630655,1.0
dynamic_norm -> sin,2,0.01263527757906777,1.0
input -> causal_mask,2,0.014902131885939744,1.0
latent_attention_compressor -> sin,2,0.012591770086176679,1.0
selective_scan -> latent_attention_compressor,2,0.013595426841221746,1.0
block_sparse_linear -> token_type_classifier,2,0.013877484411413232,1.0
progressive_compression_gate -> silu,2,0.013408050435414442,1.0
rmsnorm -> linear_proj,2,0.009994118502777097,1.0
learnable_bias -> layernorm,2,0.010848934498061007,1.0
ternary_projection -> progressive_compression_gate,2,0.014195735801059522,1.0
linear_proj_up -> token_type_classifier,2,0.014195735801059522,1.0
sin -> moe_topk,2,0.011315473266308539,1.0
linear_proj -> progressive_compression_gate,2,0.012584848954107549,1.0
block_sparse_linear -> block_sparse_linear,2,0.012500170877070775,1.0
linear_proj -> linear_proj_down,2,0.01110101774437548,1.0
progressive_compression_gate -> neg,2,0.009766316641685494,1.0
neg -> cos,2,0.009766316641685494,1.0
nm_sparse_linear -> progressive_compression_gate,2,0.007296676641858122,0.5
topk_gate -> linear_proj,2,0.01176770370460591,1.0
silu -> learnable_scale,2,0.011240993828588059,1.0
progressive_compression_gate -> moe_topk,2,0.012010330693862363,1.0
causal_mask -> linear_proj_up,2,0.013110063499913088,1.0
gated_linear -> ternary_projection,2,0.013628299635131614,1.0
layernorm -> swiglu_mlp,2,0.013035812932298992,1.0
add -> log,2,0.01319877193094712,1.0
log -> topk_gate,2,0.01319877193094712,1.0
moe_2expert -> relu,2,0.011606366819820385,1.0
group_norm -> linear_proj,2,0.011857093424385817,1.0
semi_structured_2_4_linear -> linear_proj_down,2,0.012189671704758537,1.0
linear_proj_down -> rmsnorm_pre,2,0.012189671704758537,1.0
linear_proj_down -> sin,2,0.013325569340859135,1.0
moe_2expert -> gelu,2,0.013823481924475248,1.0
learnable_bias -> token_type_classifier,2,0.015494820147278654,1.0
cos -> add,2,0.015595898548120126,1.0
learnable_scale -> relu_gate_routing,2,0.013858124459647632,1.0
relu_gate_routing -> token_type_classifier,2,0.013858124459647632,1.0
token_type_classifier -> token_type_classifier,2,0.013858124459647632,1.0
learnable_bias -> swiglu_mlp,2,0.00965038656606581,0.5
selective_scan -> layernorm,2,0.00965038656606581,0.5
ternary_projection -> tanh,2,0.00965038656606581,0.5
ternary_projection -> selective_scan,2,0.00965038656606581,0.5
cos -> conv1d_seq,2,0.008277365658711944,1.0
input -> silu,2,0.01330932918347023,1.0
nm_sparse_linear -> ternary_projection,2,0.013217745649465068,1.0
ternary_projection -> block_sparse_linear,2,0.01330932918347023,1.0
block_sparse_linear -> moe_2expert,2,0.009506828740364986,1.0
linear_proj_up -> silu,2,0.01115492528920273,1.0
sin -> linear_proj_down,2,0.0128669183001943,1.0
hyp_tangent_nonlinear -> tropical_attention,2,0.014081310979776027,0.5
linear_proj_down -> grade_select,2,0.014214064255897722,0.5
grade_select -> tropical_matmul,2,0.014214064255897722,0.5
concat -> learnable_scale,2,0.014530056167599491,1.0
block_sparse_linear -> speculative,2,0.012959106777366912,1.0
grade_mix -> lif_neuron,2,0.010383912929411866,0.5
lif_neuron -> minimum,2,0.010383912929411866,0.5
minimum -> rwkv_channel,2,0.010383912929411866,0.5
ultrametric_attention -> moe_2expert,2,0.015085113903685003,1.0
tropical_center -> add,2,0.012613063493015803,0.5
tropical_router -> linear_proj_down,2,0.011890657889129826,0.5
integral_kernel -> geometric_product,2,0.0077269964764478186,0.5
bottleneck_proj -> fixed_point_iter,2,0.0077269964764478186,0.5
input -> div_safe,2,0.012820624886585304,1.0
causal_mask -> split2,2,0.01397618351954185,1.0
grade_select -> maximum,2,0.012633962571565049,1.0
grade_mix -> grade_mix,2,0.010804039817840009,0.5
geometric_product -> abs,2,0.010010433490229082,0.5
abs -> linear_proj_down,2,0.010010433490229082,0.5
sub -> linear_proj_down,2,0.01366064490350742,1.0
tied_proj -> tropical_add,2,0.011227337519786496,0.5
grade_select -> linear_proj,2,0.011227337519786496,0.5
ternary_projection -> grade_mix,2,0.010579644775157677,0.5
ternary_projection -> maximum,2,0.010579644775157677,0.5
grade_mix -> maximum,2,0.010579644775157677,0.5
grade_mix -> linear_proj_down,2,0.014791387233941392,1.0
learnable_bias -> split2,2,0.0150660543356139,1.0
linear_proj_down -> spike_rate_code,2,0.011212254707044341,1.0
spike_rate_code -> linear_proj,2,0.011401347527967662,1.0
tropical_attention -> tropical_matmul,2,0.013285942395181192,1.0
input -> cosine_similarity,2,0.015157377265683345,1.0
token_merging -> bottleneck_proj,2,0.0150806008364371,1.0
linear_proj_up -> shared_basis_proj,2,0.013654858170487852,1.0
geometric_product -> tropical_add,2,0.012663147494252739,1.0
mul -> shared_basis_proj,2,0.014897278794666062,1.0
tanh -> learnable_bias,2,0.014041024104677263,0.5
concat -> causal_mask,2,0.014041024104677263,0.5
neg -> geometric_product,2,0.01372557391001483,1.0
grade_mix -> square,2,0.01062246330384281,0.5
square -> speculative,2,0.01062246330384281,0.5
speculative -> linear_proj_down,2,0.01062246330384281,0.5
linear_proj_down -> mod_topk,2,0.012368189558199833,0.5
matmul -> linear_proj_down,2,0.013577006540467042,1.0
split2 -> linear_proj_up,2,0.014057994379818072,0.5
linear_proj -> stdp_attention,2,0.014057994379818072,0.5
stdp_attention -> add,2,0.014057994379818072,0.5
matmul -> tropical_matmul,2,0.014941913479368497,1.0
grade_mix -> split2,2,0.011947890705143509,1.0
split2 -> softmax_last,2,0.012834127139311233,1.0
softmax_last -> concat,2,0.012834127139311233,1.0
latent_attention_compressor -> minimum,2,0.010694586800367719,0.5
split2 -> hyperbolic_norm,2,0.010694586800367719,0.5
hyperbolic_norm -> grade_select,2,0.010694586800367719,0.5
shared_basis_proj -> tropical_router,2,0.01399022404053345,1.0
linear_proj -> shared_basis_proj,2,0.013589410369400843,1.0
linear_proj_down -> concat,2,0.014025833943608325,1.0
concat -> selective_scan,2,0.009878435396265067,0.5
sigmoid -> sub,2,0.011231554095896684,0.5
sub -> moe_2expert,2,0.011231554095896684,0.5
concat -> cascade,2,0.01624739535152259,1.0
shared_basis_proj -> geometric_product,2,0.013530778212822192,1.0
linear_proj_up -> learnable_scale,2,0.013908597818041591,1.0
padic_residual -> split2,2,0.015442097098734862,1.0
nm_sparse_linear -> tropical_add,2,0.013129360962696408,1.0
sub -> split2,2,0.0160049116208092,1.0
bottleneck_proj -> geometric_product,2,0.013068029906156364,1.0
geometric_product -> tropical_gate,2,0.01130700950105135,1.0
tropical_matmul -> tied_proj,2,0.013029662031683306,1.0
tropical_matmul -> ternary_projection,2,0.012939832077989323,1.0
low_rank_proj -> tropical_router,2,0.014301957197294107,1.0
tropical_matmul -> maximum,2,0.013975864565186784,1.0
maximum -> spike_rate_code,2,0.013132157458644869,1.0
spike_rate_code -> geometric_product,2,0.012037730946593148,1.0
padic_residual -> linear_proj_up,2,0.012471159994930408,1.0
padic_gate -> padic_residual,2,0.016616452466843974,1.0
linear_proj_up -> tropical_moe,2,0.013043195298713926,1.0
poincare_add -> grade_mix,2,0.01526107681931164,1.0
grouped_linear -> linear_proj_down,2,0.013730499373509342,1.0
geometric_product -> spike_rate_code,2,0.01410710201001575,1.0
geometric_product -> tropical_matmul,2,0.014299348889060207,1.0
spike_rate_code -> tropical_matmul,2,0.01388068004823308,1.0
poincare_add -> padic_gate,2,0.014695528239396962,1.0
lif_neuron -> mul,2,0.0142532291219671,1.0
concat -> padic_residual,2,0.013823984802875843,1.0
hyp_linear -> geometric_product,2,0.011587991613242005,1.0
selective_scan -> linear_proj_down,2,0.011592185641642702,1.0
rope_rotate -> split2,2,0.014727450747830995,1.0
tropical_moe -> concat,2,0.013934366030024296,1.0
fused_linear_gelu -> ternary_projection,2,0.015690667215888163,1.0
bottleneck_proj -> tropical_matmul,2,0.013992917863343522,1.0
tropical_matmul -> sub,2,0.014270817500693693,1.0
rotor_transform -> outer_product,2,0.012433512902233969,1.0
geometric_product -> split2,2,0.01352514073717967,1.0
hyp_tangent_nonlinear -> padic_residual,2,0.012928414245758966,1.0
low_rank_proj -> tropical_moe,2,0.013731041985772428,1.0
padic_residual -> linear_proj_down,2,0.0131324326516221,1.0
minimum -> tropical_add,2,0.012776951819300823,1.0
outer_product -> add,2,0.01160735207449581,0.5
sliding_window_mask -> linear_proj_down,2,0.013740781485438865,1.0
learnable_scale -> linear_proj_down,2,0.01376990196693293,1.0
input -> speculative,2,0.015466528045886697,1.0
tropical_gate -> split2,2,0.013822083905436622,1.0
tropical_gate -> bottleneck_proj,2,0.0142328853848295,1.0
bottleneck_proj -> grade_select,2,0.014209329780244521,1.0
tropical_router -> padic_residual,2,0.01430166531146888,1.0
padic_residual -> tropical_add,2,0.013231774233281405,1.0
spike_rate_code -> tropical_moe,2,0.013196661347264924,1.0
tropical_moe -> tropical_add,2,0.011999169186069544,1.0
lif_neuron -> ultrametric_attention,2,0.014431649849879637,1.0
tropical_moe -> grouped_linear,2,0.014073300648268994,1.0
concat -> ultrametric_attention,2,0.013446331597504795,1.0
ultrametric_attention -> grouped_linear,2,0.014937199193316465,1.0
linear_proj_down -> padic_gate,2,0.012860651941700902,0.5
padic_gate -> linear_proj,2,0.012860651941700902,0.5
linear_proj_up -> tropical_add,2,0.014839706693828697,1.0
grade_mix -> mod_topk,2,0.014516024856462868,1.0
padic_residual -> low_rank_proj,2,0.013347409914902793,1.0
input -> sign_ste,2,0.013788356244323778,1.0
mod_topk -> add,2,0.015054265502032486,1.0
selective_scan -> tropical_matmul,2,0.015305656717548173,1.0
tropical_router -> tropical_add,2,0.014213932017309036,1.0
split2 -> tropical_moe,2,0.014245628032740012,1.0
maximum -> split2,2,0.014873533458099018,1.0
maximum -> grouped_linear,2,0.013609896452918616,1.0
grade_mix -> tropical_add,2,0.014088211546919204,1.0
poincare_add -> linear_proj_down,2,0.013626990966388548,1.0
tropical_matmul -> split2,2,0.013868020957009402,1.0
add -> linear_proj_down,2,0.010753919637140685,0.5
concat -> speculative,2,0.01403184667839413,0.5
fused_linear_gelu -> tropical_matmul,2,0.014350112483996914,0.5
tropical_matmul -> conv1d_seq,2,0.014350112483996914,0.5
tropical_matmul -> geometric_product,2,0.014350112483996914,0.5
conv1d_seq -> geometric_product,2,0.014350112483996914,0.5
linear_proj_up -> sliding_window_mask,2,0.014350112483996914,0.5
sliding_window_mask -> split2,2,0.014350112483996914,0.5
block_sparse_linear -> abs,2,0.013657257735629244,0.5
abs -> maximum,2,0.013657257735629244,0.5
grade_mix -> bottleneck_proj,2,0.013372091476268286,0.5
linear_proj_down -> topk_gate,2,0.013090459376525771,0.0
topk_gate -> linear_proj_down,2,0.013090459376525771,0.0
layernorm -> softmax_attention,1,0.010681245758480038,0.0
layernorm -> linear_proj,1,0.010681245758480038,0.0
linear_proj -> gelu,1,0.010681245758480038,0.0
gelu -> linear_proj,1,0.010681245758480038,0.0
layernorm -> conv1d_seq,1,0.01148493619559405,0.0
conv1d_seq -> silu,1,0.01148493619559405,0.0
silu -> selective_scan,1,0.01148493619559405,0.0
selective_scan -> gated_linear,1,0.01148493619559405,0.0
sliding_window_mask -> padic_residual,1,0.013215354856944792,1.0
tied_proj -> tropical_router,1,0.015466856031646046,1.0
gated_linear -> spike_rate_code,1,0.009327592720312451,1.0
block_sparse_linear -> grouped_linear,1,0.014922938179068332,1.0
tanh -> grouped_linear,1,0.012794267439439061,1.0
linear_proj_down -> padic_residual,1,0.011037026174937271,1.0
padic_residual -> linear_proj,1,0.011037026174937271,1.0
maximum -> latent_attention_compressor,1,0.014064137731336433,1.0
hyp_linear -> latent_attention_compressor,1,0.0154190056269988,1.0
hyperbolic_norm -> swiglu_mlp,1,0.01230049593636391,1.0
grouped_linear -> swiglu_mlp,1,0.012480563405597863,1.0
grouped_linear -> sub,1,0.012480563405597863,1.0
swiglu_mlp -> conv1d_seq,1,0.012480563405597863,1.0
conv1d_seq -> padic_gate,1,0.012480563405597863,1.0
padic_gate -> sub,1,0.012480563405597863,1.0
sub -> shared_basis_proj,1,0.012480563405597863,1.0
latent_attention_compressor -> silu,1,0.014963803400952281,1.0
tied_proj -> tied_proj,1,0.013339182469198461,1.0
block_sparse_linear -> spike_rate_code,1,0.010820388481158346,1.0
integral_kernel -> tropical_attention,1,0.015046192079451333,1.0
tied_proj -> low_rank_proj,1,0.01424219309964134,1.0
poincare_add -> progressive_compression_gate,1,0.011555823788001624,1.0
moe_2expert -> low_rank_proj,1,0.012085216639558107,1.0
clifford_attention -> low_rank_proj,1,0.015440045897236868,1.0
linear_proj_down -> latent_attention_compressor,1,0.011385844823382556,1.0
conv1d_seq -> linear_proj_up,1,0.008644943928691218,1.0
nm_sparse_linear -> swiglu_mlp,1,0.012282786812013193,1.0
swiglu_mlp -> nm_sparse_linear,1,0.012210420585129705,1.0
padic_gate -> maximum,1,0.013763471231967453,1.0
block_sparse_linear -> topk_gate,1,0.012709411375044978,1.0
ultrametric_attention -> low_rank_proj,1,0.015330512382458111,1.0
low_rank_proj -> rotor_transform,1,0.015330512382458111,1.0
semi_structured_2_4_linear -> speculative,1,0.011271280437357728,1.0
tied_proj -> rotor_transform,1,0.013853192531506029,1.0
relu -> bottleneck_proj,1,0.013253006349242747,1.0
grade_mix -> grouped_linear,1,0.016496947287526965,1.0
spike_rate_code -> maximum,1,0.013429594315327028,1.0
progressive_compression_gate -> tropical_router,1,0.0172406421626076,1.0
padic_residual -> bottleneck_proj,1,0.013499532202317322,1.0
grouped_linear -> tropical_matmul,1,0.013042507909209118,1.0
tropical_matmul -> low_rank_proj,1,0.013042507909209118,1.0
grouped_linear -> block_sparse_linear,1,0.013816843600669,1.0
padic_gate -> geometric_product,1,0.014718019569030799,1.0
geometric_product -> nm_sparse_linear,1,0.014718019569030799,1.0
linear_proj_up -> sin,1,0.010644021893950797,1.0
softmax_attention -> grade_mix,1,0.01434412525767882,1.0
split2 -> maximum,1,0.014157209831296874,1.0
learnable_scale -> maximum,1,0.014157209831296874,1.0
maximum -> concat,1,0.014157209831296874,1.0
padic_expand -> split2,1,0.013437611929306328,1.0
basis_expansion -> sigmoid,1,0.013437611929306328,1.0
sigmoid -> linear_proj_up,1,0.013437611929306328,1.0
sqrt -> sliding_window_mask,1,0.015328639655585216,1.0
sliding_window_mask -> grouped_linear,1,0.015328639655585216,1.0
softmax_attention -> poincare_add,1,0.014304063600613476,1.0
sigmoid -> shared_basis_proj,1,0.015443236867923274,1.0
topk_gate -> nm_sparse_linear,1,0.013163041219146543,1.0
linear_proj_up -> conv1d_seq,1,0.013144801210357524,1.0
conv1d_seq -> spike_rate_code,1,0.013144801210357524,1.0
split2 -> gated_linear,1,0.01660246164286996,1.0
gated_linear -> concat,1,0.01660246164286996,1.0
low_rank_proj -> learnable_scale,1,0.014199145651198493,1.0
linear_proj_up -> bottleneck_proj,1,0.013305883406787,1.0
padic_residual -> spike_rate_code,1,0.013487751551547716,1.0
linear_proj_down -> token_merge,1,0.013150087391784368,1.0
gated_linear -> rotor_transform,1,0.01430158773612037,1.0
convolutional -> mul,1,0.015659425931520133,1.0
mul -> split2,1,0.015659425931520133,1.0
grade_select -> relu_gate_routing,1,0.014551444749362505,1.0
relu_gate_routing -> concat,1,0.014551444749362505,1.0
concat -> mixture_embedding,1,0.014551444749362505,1.0
mixture_embedding -> bottleneck_proj,1,0.014551444749362505,1.0
split2 -> cascade,1,0.013605481762068466,1.0
cascade -> concat,1,0.013605481762068466,1.0
topk_gate -> topk_gate,1,0.014582900734419837,1.0
linear_attention -> poincare_add,1,0.013619781185194668,1.0
sigmoid -> bottleneck_proj,1,0.014210366618981285,1.0
ultrametric_attention -> tropical_matmul,1,0.013657050595589606,1.0
tied_proj -> sliding_window_mask,1,0.013657050595589606,1.0
exp_map -> tropical_matmul,1,0.016770585794044522,1.0
linear_proj_up -> ternary_projection,1,0.013591661900096613,1.0
padic_residual -> learnable_scale,1,0.014590499063686105,1.0
linear_proj_up -> integral_kernel,1,0.013979937994909883,1.0
split2 -> basis_expansion,1,0.01666392275830025,1.0
basis_expansion -> padic_residual,1,0.01666392275830025,1.0
concat -> padic_expand,1,0.01666392275830025,1.0
padic_expand -> add,1,0.01666392275830025,1.0
layernorm -> rotor_transform,1,0.013368832161061656,1.0
linear_proj_down -> minimum,1,0.011047856548501383,1.0
lif_neuron -> split2,1,0.015956300631722337,1.0
padic_gate -> conv_only,1,0.015956300631722337,1.0
rmsnorm_pre -> semi_structured_2_4_linear,1,0.010595292402926778,1.0
poincare_add -> outer_product,1,0.013210215121543153,1.0
bottleneck_proj -> bottleneck_proj,1,0.013062652257599672,1.0
shared_basis_proj -> semi_structured_2_4_linear,1,0.016561381226669586,1.0
semi_structured_2_4_linear -> split3,1,0.016561381226669586,1.0
split3 -> adaptive_recursion,1,0.016561381226669586,1.0
split3 -> sin,1,0.016561381226669586,1.0
adaptive_recursion -> concat,1,0.016561381226669586,1.0
square -> alibi,1,0.011685980527935846,1.0
alibi -> linear_proj_up,1,0.011685980527935846,1.0
clifford_attention -> spike_rate_code,1,0.013316014179522731,1.0
adaptive_recursion -> tropical_router,1,0.013591076831888474,1.0
alibi -> grade_select,1,0.013987955323249347,1.0
grade_select -> tied_proj,1,0.013987955323249347,1.0
integral_kernel -> shared_basis_proj,1,0.013726795171106638,1.0
shared_basis_proj -> grade_mix,1,0.013726795171106638,1.0
graph_attention -> poincare_add,1,0.014870447343617234,1.0
grouped_linear -> grouped_linear,1,0.015772409592033722,1.0
tropical_moe -> grade_select,1,0.016573511779523747,1.0
grade_select -> rmsnorm,1,0.016573511779523747,1.0
add -> tropical_attention,1,0.016573511779523747,1.0
token_merging -> tropical_router,1,0.013175566507129368,1.0
input -> learned_absolute,1,0.013683079903101336,1.0
learned_absolute -> grade_mix,1,0.013683079903101336,1.0
tied_proj -> spike_rate_code,1,0.013111536655976233,1.0
split2 -> sign_ste,1,0.009101865947976465,1.0
sign_ste -> hyperbolic_norm,1,0.009101865947976465,1.0
moe_2expert -> geometric_product,1,0.009101865947976465,1.0
poincare_add -> nm_sparse_linear,1,0.012167820559453878,1.0
alibi -> grade_mix,1,0.013835013257606974,1.0
integral_kernel -> tied_proj,1,0.013235253971364424,1.0
moe_2expert -> abs,1,0.013961852978028192,1.0
abs -> tropical_matmul,1,0.013961852978028192,1.0
tropical_matmul -> token_merge,1,0.013961852978028192,1.0
split2 -> padic_expand,1,0.009170985669313469,0.0
split2 -> mul,1,0.009170985669313469,0.0
padic_expand -> mul,1,0.009170985669313469,0.0
mul -> concat,1,0.009170985669313469,0.0
concat -> layernorm,1,0.009170985669313469,0.0
selective_scan -> bottleneck_proj,1,0.009170985669313469,0.0
split2 -> swiglu_mlp,1,0.013064547233874346,1.0
swiglu_mlp -> concat,1,0.013064547233874346,1.0
input -> entropy_router,1,0.01115810968494749,1.0
entropy_router -> lane_router,1,0.01115810968494749,1.0
add -> poincare_add,1,0.012516007552991128,1.0
bottleneck_proj -> learnable_bias,1,0.009474714984935498,1.0
semi_structured_2_4_linear -> maximum,1,0.01361844069145063,1.0
maximum -> rotor_transform,1,0.01361844069145063,1.0
rotor_transform -> low_rank_proj,1,0.01361844069145063,1.0
minimum -> integral_kernel,1,0.013558825806712995,1.0
poincare_add -> moe_2expert,1,0.015169543453912778,1.0
exp_map -> graph_attention,1,0.01389638420217003,1.0
exp_map -> add,1,0.01389638420217003,1.0
tanh -> bottleneck_proj,1,0.011972551210036843,1.0
split2 -> integral_kernel,1,0.011906623383917963,1.0
integral_kernel -> block_sparse_linear,1,0.011906623383917963,1.0
concat -> rotor_transform,1,0.011906623383917963,1.0
hyp_linear -> concat,1,0.013266754653157955,1.0
add -> ultrametric_attention,1,0.015532645635753076,1.0
split2 -> neg,1,0.012579539079272417,1.0
square -> rmsnorm,1,0.011316765575871189,1.0
gelu -> graph_attention,1,0.014775405417875975,1.0
nm_sparse_linear -> transpose_sd,1,0.012755913584318166,1.0
rmsnorm_pre -> swiglu_mlp,1,0.010394572050503157,1.0
convolutional -> split2,1,0.01176759825703439,1.0
split2 -> dynamic_norm,1,0.013680550942792363,1.0
dynamic_norm -> concat,1,0.013680550942792363,1.0
grouped_linear -> low_rank_proj,1,0.01606170064066836,1.0
tropical_router -> block_sparse_linear,1,0.013549839891433569,1.0
square -> rope,1,0.012286178655124356,1.0
rope -> linear_proj_up,1,0.012286178655124356,1.0
local_window_attn -> semi_structured_2_4_linear,1,0.012161485899522383,1.0
gelu -> ternary_projection,1,0.010825880200409619,1.0
ternary_projection -> abs,1,0.010825880200409619,1.0
tropical_router -> split3,1,0.01109654253459596,1.0
split3 -> tied_proj,1,0.01109654253459596,1.0
split3 -> gelu,1,0.01109654253459596,1.0
split3 -> learnable_bias,1,0.01109654253459596,1.0
progressive_compression_gate -> tropical_matmul,1,0.015356625607575485,1.0
tropical_matmul -> no_norm,1,0.015356625607575485,1.0
no_norm -> ultrametric_attention,1,0.015356625607575485,1.0
poincare_add -> ultrametric_attention,1,0.008625559230630582,1.0
grouped_linear -> relu,1,0.010680308222276358,1.0
split2 -> token_pool_restore,1,0.011157646741102952,1.0
token_pool_restore -> concat,1,0.011157646741102952,1.0
tropical_router -> tropical_moe,1,0.01565550480943454,1.0
bottleneck_proj -> concat,1,0.015538104896478352,1.0
padic_gate -> gelu,1,0.013080342343288358,1.0
gelu -> low_rank_proj,1,0.013080342343288358,1.0
low_rank_proj -> rmsnorm,1,0.014843315471084627,1.0
split2 -> causal_mask,1,0.014843315471084627,1.0
causal_mask -> concat,1,0.014843315471084627,1.0
relu -> ternary_projection,1,0.010596946113289199,1.0
ternary_projection -> neg,1,0.010596946113289199,1.0
relu -> layernorm,1,0.01315782536525465,1.0
progressive_compression_gate -> relu,1,0.015659358713344458,1.0
relu_gate_routing -> sigmoid_norm,1,0.01350746272150957,1.0
sigmoid_norm -> linear_proj_down,1,0.01350746272150957,1.0
progressive_compression_gate -> fused_linear_gelu,1,0.013765614026956138,1.0
progressive_compression_gate -> transpose_sd,1,0.013765614026956138,1.0
fused_linear_gelu -> rmsnorm,1,0.013765614026956138,1.0
abs -> progressive_compression_gate,1,0.013013772609723568,1.0
abs -> sigmoid_norm,1,0.013013772609723568,1.0
linear_proj_down -> relu,1,0.010650248050425951,1.0
learnable_bias -> ternary_projection,1,0.015466862015464907,1.0
sigmoid_norm -> abs,1,0.014977773859370856,1.0
abs -> neg,1,0.014977773859370856,1.0
neg -> sigmoid,1,0.014977773859370856,1.0
sigmoid -> sqrt,1,0.014977773859370856,1.0
layernorm_pre -> moe_topk,1,0.016862313856609187,1.0
moe_topk -> sin,1,0.016862313856609187,1.0
sin -> dynamic_norm,1,0.016862313856609187,1.0
relu_gate_routing -> topk_gate,1,0.015187767756434557,1.0
input -> group_norm,1,0.013513880261145365,1.0
group_norm -> neg,1,0.013513880261145365,1.0
group_norm -> topk_gate,1,0.013513880261145365,1.0
square -> nm_sparse_linear,1,0.010550926092637558,1.0
add -> learnable_scale,1,0.010550926092637558,1.0
learnable_scale -> conv_only,1,0.010550926092637558,1.0
transpose_sd -> linear_attention,1,0.016779668612363463,1.0
linear_attention -> causal_mask,1,0.016779668612363463,1.0
causal_mask -> cos,1,0.016779668612363463,1.0
add -> layernorm_pre,1,0.010657297227583492,1.0
layernorm_pre -> progressive_compression_gate,1,0.010657297227583492,1.0
linear_proj_up -> gated_linear,1,0.010190510522831141,1.0
input -> exp,1,0.013596844359324883,1.0
exp -> gated_linear,1,0.013596844359324883,1.0
learnable_bias -> sqrt,1,0.01530481192803857,1.0
learnable_bias -> topk_gate,1,0.01530481192803857,1.0
progressive_compression_gate -> exp,1,0.01530481192803857,1.0
learnable_scale -> gelu,1,0.013176389307126422,1.0
gelu -> layernorm,1,0.013176389307126422,1.0
cos -> linear_attention,1,0.013292325251692142,1.0
learnable_bias -> conv1d_seq,1,0.01163876411219737,1.0
conv1d_seq -> rwkv_channel,1,0.01163876411219737,1.0
rwkv_channel -> linear_proj_down,1,0.01163876411219737,1.0
linear_proj_down -> fourier_mixing,1,0.01163876411219737,1.0
fourier_mixing -> add,1,0.01163876411219737,1.0
layernorm_pre -> no_norm,1,0.014898249879067408,1.0
